id,description,name,category
637,A suspenseful and exciting performance that will keep you on the edge of your seat,"Turn Me On, Dammit! (Få meg på, for faen)",Theater
638,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Cape No. 7 (Hái-kak chhit-ho),Theater
639,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Boy and the Pirates, The",Theater
640,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Some Folks Call It a Sling Blade,Theater
641,An entertaining and uplifting performance that will have you laughing and smiling throughout,Ladrones,Theater
642,An action-packed and thrilling performance that will have you rooting for the heroes,"Water Horse: Legend of the Deep, The",Theater
643,A high-energy and lively performance that will have you dancing and singing along,Amandla! A Revolution in Four Part Harmony,Theater
644,A romantic and sweet performance that will have you swooning and dreaming of love,Downtown,Theater
645,An action-packed and thrilling performance that will have you rooting for the heroes,Crimes of the Future,Theater
646,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Cosmopolis,Theater
647,An emotional and touching performance that will leave you feeling moved and moved,"Certain Kind Of Death, A",Theater
648,An entertaining and uplifting performance that will have you laughing and smiling throughout,Oblivion Island: Haruka and the Magic Mirror (Hottarake no shima - Haruka to maho no kagami),Theater
649,A romantic and sweet performance that will have you swooning and dreaming of love,Rembrandt's J'accuse,Theater
650,A suspenseful and exciting performance that will keep you on the edge of your seat,Clara's Heart,Theater
651,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Sextette,Theater
652,An emotional and touching performance that will leave you feeling moved and moved,Cosi,Theater
653,A hilarious and light-hearted performance that will have you laughing out loud,Gregory Crewdson: Brief Encounters,Theater
654,An emotional and touching performance that will leave you feeling moved and moved,Opportunity Knocks,Theater
655,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Carnosaur 3: Primal Species,Theater
656,A suspenseful and exciting performance that will keep you on the edge of your seat,Holy Man,Theater
657,A hilarious and light-hearted performance that will have you laughing out loud,"Star Is Born, A",Theater
658,A powerful and inspiring performance that will leave you feeling uplifted and motivated,The Noble Family,Theater
659,An emotional and touching performance that will leave you feeling moved and moved,Tokyo Gore Police (Tôkyô zankoku keisatsu),Theater
660,A powerful and inspiring performance that will leave you feeling uplifted and motivated,End of the Century: The Story of the Ramones,Theater
661,A high-energy and lively performance that will have you dancing and singing along,Amityville: A New Generation,Theater
662,A high-energy and lively performance that will have you dancing and singing along,Manhunt,Theater
663,A suspenseful and exciting performance that will keep you on the edge of your seat,I Wanna Hold Your Hand,Theater
664,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,3 Ring Circus,Theater
665,An emotional and touching performance that will leave you feeling moved and moved,Three Times (Zui hao de shi guang),Theater
666,A hilarious and light-hearted performance that will have you laughing out loud,"Prodigal Son, The (Bai ga jai)",Theater
667,An emotional and touching performance that will leave you feeling moved and moved,Terkel in Trouble (Terkel i knibe),Theater
668,An entertaining and uplifting performance that will have you laughing and smiling throughout,Milk Money,Theater
669,A suspenseful and exciting performance that will keep you on the edge of your seat,Children of the Corn 666: Isaac's Return,Theater
670,A hilarious and light-hearted performance that will have you laughing out loud,Come Out and Play,Theater
671,A romantic and sweet performance that will have you swooning and dreaming of love,Marilyn in Manhattan,Theater
672,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Tarzan and the Lost City,Theater
673,An action-packed and thrilling performance that will have you rooting for the heroes,Trapped in Paradise,Theater
674,An entertaining and uplifting performance that will have you laughing and smiling throughout,Winged Creatures (Fragments),Theater
675,A romantic and sweet performance that will have you swooning and dreaming of love,"Homecoming, The",Theater
676,A suspenseful and exciting performance that will keep you on the edge of your seat,Can Mr. Smith Get to Washington Anymore?,Theater
677,A hilarious and light-hearted performance that will have you laughing out loud,Capital (Le capital),Theater
678,An action-packed and thrilling performance that will have you rooting for the heroes,Forgotten Silver,Theater
679,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Mickey, Donald, Goofy: The Three Musketeers",Theater
680,A suspenseful and exciting performance that will keep you on the edge of your seat,"Better Tomorrow II, A (Ying hung boon sik II)",Theater
681,A hilarious and light-hearted performance that will have you laughing out loud,Yellowbeard,Theater
682,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Gardens of the Night,Theater
683,An action-packed and thrilling performance that will have you rooting for the heroes,"Ruling Class, The",Theater
684,An entertaining and uplifting performance that will have you laughing and smiling throughout,Kansas City,Theater
685,An entertaining and uplifting performance that will have you laughing and smiling throughout,Smoke Signals,Theater
686,An entertaining and uplifting performance that will have you laughing and smiling throughout,Logorama,Theater
687,A romantic and sweet performance that will have you swooning and dreaming of love,Yentl,Theater
688,A hilarious and light-hearted performance that will have you laughing out loud,"Sound Barrier, The",Theater
689,An action-packed and thrilling performance that will have you rooting for the heroes,Speedway Junky,Theater
690,A hilarious and light-hearted performance that will have you laughing out loud,"Trip, The",Theater
691,An entertaining and uplifting performance that will have you laughing and smiling throughout,Mabel at the Wheel,Theater
692,A high-energy and lively performance that will have you dancing and singing along,Hannah Arendt,Theater
693,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Thomas Crown Affair, The",Theater
694,A suspenseful and exciting performance that will keep you on the edge of your seat,Pearl Jam Twenty,Theater
695,An action-packed and thrilling performance that will have you rooting for the heroes,Killing Zoe,Theater
696,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,No Strings Attached,Theater
697,An emotional and touching performance that will leave you feeling moved and moved,Hypocrites,Theater
698,A high-energy and lively performance that will have you dancing and singing along,Employee of the Month,Theater
699,An entertaining and uplifting performance that will have you laughing and smiling throughout,Enter the Dragon,Theater
700,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Striking Range,Theater
701,An entertaining and uplifting performance that will have you laughing and smiling throughout,Zen Noir,Theater
702,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Psychopath, The",Theater
703,A hilarious and light-hearted performance that will have you laughing out loud,Dracula,Theater
704,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Mutual Appreciation,Theater
705,A romantic and sweet performance that will have you swooning and dreaming of love,Attila Marcel,Theater
706,A suspenseful and exciting performance that will keep you on the edge of your seat,Salon Kitty,Theater
707,A hilarious and light-hearted performance that will have you laughing out loud,"Great Bank Hoax, The",Theater
708,A suspenseful and exciting performance that will keep you on the edge of your seat,All In This Tea,Theater
709,An entertaining and uplifting performance that will have you laughing and smiling throughout,Toys,Theater
710,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,His Private Secretary,Theater
711,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Jerry and Tom,Theater
712,A high-energy and lively performance that will have you dancing and singing along,Advanced Style,Theater
713,A high-energy and lively performance that will have you dancing and singing along,"Lost, The",Theater
714,An entertaining and uplifting performance that will have you laughing and smiling throughout,Because You're Mine,Theater
715,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Bloody Child, The",Theater
716,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Zatoichi's Cane Sword (Zatôichi tekka tabi) (Zatôichi 15),Theater
717,An emotional and touching performance that will leave you feeling moved and moved,Mogambo,Theater
718,An entertaining and uplifting performance that will have you laughing and smiling throughout,Poison Ivy: New Seduction,Theater
719,An emotional and touching performance that will leave you feeling moved and moved,Brass Monkey,Theater
720,An action-packed and thrilling performance that will have you rooting for the heroes,Pushing Tin,Theater
721,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Tomb of Ligeia, The",Theater
722,A romantic and sweet performance that will have you swooning and dreaming of love,Dead in the Water,Theater
723,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Last of the Dogmen,Theater
724,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Year and a Half in the Life of Metallica, A",Theater
725,A high-energy and lively performance that will have you dancing and singing along,Bloodbrothers,Theater
726,A high-energy and lively performance that will have you dancing and singing along,Trucker,Theater
727,A romantic and sweet performance that will have you swooning and dreaming of love,Collateral,Theater
728,An action-packed and thrilling performance that will have you rooting for the heroes,Out of Bounds,Theater
729,An emotional and touching performance that will leave you feeling moved and moved,Double Indemnity,Theater
730,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Restless (Levottomat),Theater
731,A hilarious and light-hearted performance that will have you laughing out loud,"Tao of Steve, The",Theater
732,A suspenseful and exciting performance that will keep you on the edge of your seat,Manufactured Landscapes,Theater
733,A romantic and sweet performance that will have you swooning and dreaming of love,Who Do I Gotta Kill?,Theater
734,A high-energy and lively performance that will have you dancing and singing along,Winter's Tale,Theater
735,An emotional and touching performance that will leave you feeling moved and moved,Say It Isn't So,Theater
736,A suspenseful and exciting performance that will keep you on the edge of your seat,Generation Kill,Theater
737,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Maîtresse (Mistress),Theater
738,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Koran by Heart,Theater
739,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Play Dirty,Theater
740,A high-energy and lively performance that will have you dancing and singing along,For Ellen,Theater
741,A suspenseful and exciting performance that will keep you on the edge of your seat,Lucky: No Time For Love,Theater
742,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Hellhounds on My Trail,Theater
743,A suspenseful and exciting performance that will keep you on the edge of your seat,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),Theater
744,A suspenseful and exciting performance that will keep you on the edge of your seat,Knights of Bloodsteel,Theater
745,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Tomb, The",Theater
746,A hilarious and light-hearted performance that will have you laughing out loud,Nancy Goes to Rio,Theater
747,A suspenseful and exciting performance that will keep you on the edge of your seat,"Shoot First, Die Later",Theater
748,A suspenseful and exciting performance that will keep you on the edge of your seat,Alois Nebel,Theater
749,A hilarious and light-hearted performance that will have you laughing out loud,"Good Morning, Babylon",Theater
750,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,From Noon Till Three,Theater
751,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Life Back Then (Antoki no inochi),Theater
752,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Informant!, The",Theater
753,A romantic and sweet performance that will have you swooning and dreaming of love,Bones,Theater
754,An action-packed and thrilling performance that will have you rooting for the heroes,Bob Roberts,Theater
755,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Hippie Masala - Forever in India,Theater
756,A suspenseful and exciting performance that will keep you on the edge of your seat,"Hen, his wife",Theater
757,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Arsenic and Old Lace,Theater
758,A romantic and sweet performance that will have you swooning and dreaming of love,Battlestar Galactica,Theater
759,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Miranda,Theater
760,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Tailor of Panama, The",Theater
761,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles),Theater
762,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Death of a Nation - The Timor Conspiracy,Theater
763,A suspenseful and exciting performance that will keep you on the edge of your seat,"Green Mile, The",Theater
764,A hilarious and light-hearted performance that will have you laughing out loud,"Rough House, The",Theater
765,A high-energy and lively performance that will have you dancing and singing along,Shanghaied,Theater
766,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Steamboy (Suchîmubôi),Theater
767,A high-energy and lively performance that will have you dancing and singing along,Warm Bodies,Theater
768,A hilarious and light-hearted performance that will have you laughing out loud,Where the Truth Lies,Theater
769,An action-packed and thrilling performance that will have you rooting for the heroes,Crime at the Chinese Restaurant,Theater
770,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour)",Theater
771,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Cinderella,Theater
772,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Dog Day (Canicule),Theater
773,A powerful and inspiring performance that will leave you feeling uplifted and motivated,She's All That,Theater
774,An action-packed and thrilling performance that will have you rooting for the heroes,Rio Sex Comedy,Theater
775,A high-energy and lively performance that will have you dancing and singing along,"Puff, Puff, Pass",Theater
776,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Rescuers, The",Theater
777,A high-energy and lively performance that will have you dancing and singing along,"Curious Case of Benjamin Button, The",Theater
778,An entertaining and uplifting performance that will have you laughing and smiling throughout,Your Highness,Theater
779,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Popular Music (Populärmusik från Vittula),Theater
780,A suspenseful and exciting performance that will keep you on the edge of your seat,Merlin,Theater
781,A romantic and sweet performance that will have you swooning and dreaming of love,21 Jump Street,Theater
782,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Solyaris,Theater
783,A hilarious and light-hearted performance that will have you laughing out loud,"Facing Windows (Finestra di fronte, La)",Theater
784,A romantic and sweet performance that will have you swooning and dreaming of love,Ants in the Pants 2,Theater
785,An entertaining and uplifting performance that will have you laughing and smiling throughout,Who Am I (Kein System Ist Sicher),Theater
786,A powerful and inspiring performance that will leave you feeling uplifted and motivated,A Year Along the Abandoned Road,Theater
787,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Shrine, The",Theater
788,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Queen of Versailles, The",Theater
789,A powerful and inspiring performance that will leave you feeling uplifted and motivated,My Dog Skip,Theater
790,An emotional and touching performance that will leave you feeling moved and moved,Faces of Death 2,Theater
791,A high-energy and lively performance that will have you dancing and singing along,Alexander the Great,Theater
792,An emotional and touching performance that will leave you feeling moved and moved,"Enemy Below, The",Theater
793,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Birdsong (Cant dels ocells, El)",Theater
794,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Butch and Sundance: The Early Days,Theater
795,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Confucian Confusion, A (Du li shi dai)",Theater
796,An entertaining and uplifting performance that will have you laughing and smiling throughout,Sweepers,Theater
797,A high-energy and lively performance that will have you dancing and singing along,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)",Theater
798,An entertaining and uplifting performance that will have you laughing and smiling throughout,Godspeed,Theater
799,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,World War Z,Theater
800,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Champ, The",Theater
801,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Muck,Theater
802,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Kiss and Make-Up,Theater
803,A high-energy and lively performance that will have you dancing and singing along,"Cabinet of Dr. Ramirez, The",Theater
804,An emotional and touching performance that will leave you feeling moved and moved,Pups,Theater
805,A hilarious and light-hearted performance that will have you laughing out loud,Leviathan,Theater
806,A suspenseful and exciting performance that will keep you on the edge of your seat,McCabe & Mrs. Miller,Theater
807,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Wedding Photographer, The (Bröllopsfotografen)",Theater
808,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Compulsion,Theater
809,A romantic and sweet performance that will have you swooning and dreaming of love,"South, The (Lomalla)",Theater
810,A hilarious and light-hearted performance that will have you laughing out loud,Night Catches Us,Theater
811,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Beyond the Black Rainbow,Theater
812,A romantic and sweet performance that will have you swooning and dreaming of love,The Lazarus Effect,Theater
813,A romantic and sweet performance that will have you swooning and dreaming of love,Soft Toilet Seats,Theater
814,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Tomb, The",Theater
815,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,To the Shores of Tripoli,Theater
816,A high-energy and lively performance that will have you dancing and singing along,Foreign Intrigue,Theater
817,An action-packed and thrilling performance that will have you rooting for the heroes,Daughter of Dr. Jeckyll,Theater
818,A romantic and sweet performance that will have you swooning and dreaming of love,Riki-Oh: The Story of Ricky (Lik Wong),Theater
819,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Shanghai,Theater
820,A suspenseful and exciting performance that will keep you on the edge of your seat,Bang Bang,Theater
821,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Crime of Father Amaro, The (Crimen del padre Amaro, El)",Theater
822,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Romper Stomper,Theater
823,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Don't Say a Word,Theater
824,A high-energy and lively performance that will have you dancing and singing along,Rough Magic,Theater
825,An entertaining and uplifting performance that will have you laughing and smiling throughout,Not on the Lips (Pas sur la bouche),Theater
826,An entertaining and uplifting performance that will have you laughing and smiling throughout,Hour of the Wolf (Vargtimmen),Theater
827,A romantic and sweet performance that will have you swooning and dreaming of love,"Bride from Hades, The (Botan-dôrô) (Peony Lantern) (Tale of Peonies and Lanterns, A)",Theater
828,An action-packed and thrilling performance that will have you rooting for the heroes,"Shanghai Gesture, The",Theater
829,A high-energy and lively performance that will have you dancing and singing along,Four more years (Fyra år till),Theater
830,A suspenseful and exciting performance that will keep you on the edge of your seat,Braddock: Missing in Action III,Theater
831,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Yor, the Hunter from the Future",Theater
832,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Sunchaser, The",Theater
833,A hilarious and light-hearted performance that will have you laughing out loud,Chisum,Theater
834,An action-packed and thrilling performance that will have you rooting for the heroes,Skellig,Theater
835,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Wu yen,Theater
836,A romantic and sweet performance that will have you swooning and dreaming of love,Lawman,Theater
837,An emotional and touching performance that will leave you feeling moved and moved,In Bloom (Grzeli nateli dgeebi),Theater
838,A suspenseful and exciting performance that will keep you on the edge of your seat,Bullies,Theater
839,A hilarious and light-hearted performance that will have you laughing out loud,"Time That Remains, The",Theater
840,A romantic and sweet performance that will have you swooning and dreaming of love,Curse of the Blair Witch,Theater
841,An action-packed and thrilling performance that will have you rooting for the heroes,"Fistful of Dollars, A (Per un pugno di dollari)",Theater
842,A suspenseful and exciting performance that will keep you on the edge of your seat,Melinda and Melinda,Theater
843,An emotional and touching performance that will leave you feeling moved and moved,"Bang Bang Club, The",Theater
844,A romantic and sweet performance that will have you swooning and dreaming of love,Expelled from Paradise,Theater
845,A high-energy and lively performance that will have you dancing and singing along,"Bound by Honor (a.k.a. Blood In, Blood Out)",Theater
846,A high-energy and lively performance that will have you dancing and singing along,Italian for Beginners (Italiensk for begyndere),Theater
847,A hilarious and light-hearted performance that will have you laughing out loud,Living on One Dollar,Theater
848,An entertaining and uplifting performance that will have you laughing and smiling throughout,Caught,Theater
849,An entertaining and uplifting performance that will have you laughing and smiling throughout,Running Out of Time (Am zin),Theater
850,An emotional and touching performance that will leave you feeling moved and moved,Frances Ha,Theater
851,An emotional and touching performance that will leave you feeling moved and moved,Gulliver's Travels,Theater
852,An emotional and touching performance that will leave you feeling moved and moved,Who Killed Bambi? (Qui a tué Bambi?),Theater
853,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Maps to the Stars,Theater
854,An emotional and touching performance that will leave you feeling moved and moved,Unprecedented: The 2000 Presidential Election,Theater
855,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Autumn Leaves,Theater
856,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Lay of the Land, The",Theater
857,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Simple Plan, A",Theater
858,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Behind the Sun (Abril Despedaçado),Theater
859,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Wanderers,Theater
860,An action-packed and thrilling performance that will have you rooting for the heroes,Resistance,Theater
861,An entertaining and uplifting performance that will have you laughing and smiling throughout,Felon,Theater
862,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Holiday,Theater
863,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Hukkle,Theater
864,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Chain Letter,Theater
865,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Lettera Amorosa,Theater
866,A hilarious and light-hearted performance that will have you laughing out loud,Kaspar Hauser,Theater
867,A hilarious and light-hearted performance that will have you laughing out loud,"Girl, The",Theater
868,A hilarious and light-hearted performance that will have you laughing out loud,Shoah,Theater
869,A high-energy and lively performance that will have you dancing and singing along,Designing Woman,Theater
870,An entertaining and uplifting performance that will have you laughing and smiling throughout,Private Benjamin,Theater
871,A romantic and sweet performance that will have you swooning and dreaming of love,Piñero,Theater
872,An entertaining and uplifting performance that will have you laughing and smiling throughout,Pitkä kuuma kesä,Theater
873,An entertaining and uplifting performance that will have you laughing and smiling throughout,Light Years Away,Theater
874,An emotional and touching performance that will leave you feeling moved and moved,Match Point,Theater
875,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Sisters (Syostry),Theater
876,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Passion Play,Theater
877,An action-packed and thrilling performance that will have you rooting for the heroes,Dirty Ho (Lan tou He),Theater
878,An entertaining and uplifting performance that will have you laughing and smiling throughout,No End (Bez konca),Theater
879,A suspenseful and exciting performance that will keep you on the edge of your seat,There's Always A Woman,Theater
880,An emotional and touching performance that will leave you feeling moved and moved,"Poseidon Adventure, The",Theater
881,A suspenseful and exciting performance that will keep you on the edge of your seat,Smile,Theater
882,A hilarious and light-hearted performance that will have you laughing out loud,"Stationmaster Is on Fire - The Movie, That Is!, The (Stinsen brinner... filmen alltså)",Theater
883,A high-energy and lively performance that will have you dancing and singing along,Becoming Chaz,Theater
884,An emotional and touching performance that will leave you feeling moved and moved,Matinée,Theater
885,A suspenseful and exciting performance that will keep you on the edge of your seat,Once Upon a Time in China (Wong Fei Hung),Theater
886,An emotional and touching performance that will leave you feeling moved and moved,American Mary,Theater
887,An entertaining and uplifting performance that will have you laughing and smiling throughout,Ricochet,Theater
888,A high-energy and lively performance that will have you dancing and singing along,Brightness (Yeelen),Theater
889,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Just a Little Harmless Sex,Theater
890,An action-packed and thrilling performance that will have you rooting for the heroes,"Devil Rides Out, The",Theater
891,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Benji: Off the Leash!,Theater
892,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Fixer, The",Theater
893,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Numbskull Emptybrook in the Army (Uuno Turhapuro armeijan leivissä),Theater
894,A romantic and sweet performance that will have you swooning and dreaming of love,Jeffrey,Theater
895,A hilarious and light-hearted performance that will have you laughing out loud,How to Irritate People,Theater
896,A suspenseful and exciting performance that will keep you on the edge of your seat,My Friend Flicka,Theater
897,A hilarious and light-hearted performance that will have you laughing out loud,"Chipmunk Adventure, The",Theater
898,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",Theater
899,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Vacancy,Theater
900,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,"Weather Man, The",Theater
901,A powerful and inspiring performance that will leave you feeling uplifted and motivated,21 and Over,Theater
902,A high-energy and lively performance that will have you dancing and singing along,The Violent Kind,Theater
903,An action-packed and thrilling performance that will have you rooting for the heroes,"Man in the Glass Booth, The",Theater
904,An emotional and touching performance that will leave you feeling moved and moved,"Greatest Show on Earth, The",Theater
905,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Primrose Path,Theater
906,An entertaining and uplifting performance that will have you laughing and smiling throughout,Birthday Girl,Theater
907,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Ride Along,Theater
908,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,28 Days,Theater
909,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Mother of George,Theater
910,A suspenseful and exciting performance that will keep you on the edge of your seat,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Theater
911,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,"Blood Spattered Bride, The (La novia ensangrentada)",Theater
912,An action-packed and thrilling performance that will have you rooting for the heroes,Cleanflix,Theater
913,A hilarious and light-hearted performance that will have you laughing out loud,Rocket Gibraltar,Theater
914,A hilarious and light-hearted performance that will have you laughing out loud,"Box, The",Theater
915,A hilarious and light-hearted performance that will have you laughing out loud,Assassination Games,Theater
916,A powerful and inspiring performance that will leave you feeling uplifted and motivated,Dream Wife,Theater
917,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Michael,Theater
918,An action-packed and thrilling performance that will have you rooting for the heroes,"Pursuit of the Graf Spee (Battle of the River Plate, The)",Theater
919,A romantic and sweet performance that will have you swooning and dreaming of love,Centre Stage: Turn It Up,Theater
920,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Shaka Zulu: The Citadel,Theater
921,A romantic and sweet performance that will have you swooning and dreaming of love,Monsters,Theater
922,A romantic and sweet performance that will have you swooning and dreaming of love,Flaming Star,Theater
923,An emotional and touching performance that will leave you feeling moved and moved,Deadline (Sprängaren),Theater
924,An entertaining and uplifting performance that will have you laughing and smiling throughout,Ski Party,Theater
925,An emotional and touching performance that will leave you feeling moved and moved,"You're a Good Man, Charlie Brown",Theater
926,An action-packed and thrilling performance that will have you rooting for the heroes,"Canterbury Tales, The (I racconti di Canterbury)",Theater
927,An emotional and touching performance that will leave you feeling moved and moved,Fall From Grace,Theater
928,An action-packed and thrilling performance that will have you rooting for the heroes,Boys Don't Cry (Chlopaki nie placza),Theater
929,A hilarious and light-hearted performance that will have you laughing out loud,Keep Walking (Camminacammina),Theater
930,A suspenseful and exciting performance that will keep you on the edge of your seat,Born to Raise Hell,Theater
931,A hilarious and light-hearted performance that will have you laughing out loud,Man in the Chair,Theater
932,A hilarious and light-hearted performance that will have you laughing out loud,Hunk,Theater
933,An emotional and touching performance that will leave you feeling moved and moved,"24 Hour Woman, The",Theater
934,A hilarious and light-hearted performance that will have you laughing out loud,Freebie and the Bean,Theater
935,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Constantine's Sword,Theater
936,A powerful and inspiring performance that will leave you feeling uplifted and motivated,"Last Man, The",Theater
937,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Scary Movie 4,Theater
938,A hilarious and light-hearted performance that will have you laughing out loud,Public Speaking,Theater
939,An emotional and touching performance that will leave you feeling moved and moved,"Better Way to Die, A",Theater
940,An action-packed and thrilling performance that will have you rooting for the heroes,Suicide Club (Jisatsu saakuru),Theater
941,An entertaining and uplifting performance that will have you laughing and smiling throughout,"Initiation, The",Theater
942,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Danika,Theater
943,A hilarious and light-hearted performance that will have you laughing out loud,"Bad Boy (Story of Danny Lester, The)",Theater
944,An entertaining and uplifting performance that will have you laughing and smiling throughout,John Adams,Theater
945,A suspenseful and exciting performance that will keep you on the edge of your seat,"Gorilla, The",Theater
946,An action-packed and thrilling performance that will have you rooting for the heroes,"Rich Man's Wife, The",Theater
947,An entertaining and uplifting performance that will have you laughing and smiling throughout,Sealed Cargo,Theater
948,A hilarious and light-hearted performance that will have you laughing out loud,"Breakfast Club, The",Theater
949,A hilarious and light-hearted performance that will have you laughing out loud,Flirting With Disaster,Theater
950,A high-energy and lively performance that will have you dancing and singing along,Iron Eagle,Theater
951,An action-packed and thrilling performance that will have you rooting for the heroes,Late Bloomers,Theater
952,A romantic and heartwarming performance that will leave you feeling inspired and hopeful,Too Shy to Try (Je suis timide... mais je me soigne),Theater
953,An entertaining and uplifting performance that will have you laughing and smiling throughout,Until September,Theater
954,A powerful and inspiring performance that will leave you feeling uplifted and motivated,The Second Best Exotic Marigold Hotel,Theater
955,A thought-provoking and meaningful performance that will leave you reflecting and considering new perspectives,Catfish in Black Bean Sauce,Theater
